timestamp,label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
20250527_220940_627198,1,0.09019322693347931,0.7556661367416382,-2.7394025892135687e-07,0.11213897913694382,0.7815146446228027,-0.06152287498116493,0.13777345418930054,0.7569265961647034,-0.08829834312200546,0.1386357694864273,0.7034282684326172,-0.10260753333568573,0.1340501755475998,0.6546615958213806,-0.10751453787088394,0.21486976742744446,0.6455742716789246,-0.06484214961528778,0.1300254464149475,0.6140148639678955,-0.10513664036989212,0.10338461399078369,0.6577919721603394,-0.11986595392227173,0.11516083031892776,0.678922712802887,-0.12515588104724884,0.20153522491455078,0.5995191335678101,-0.046785566955804825,0.10821986198425293,0.5848419666290283,-0.08891651779413223,0.0877886712551117,0.6474392414093018,-0.09123209863901138,0.10711981356143951,0.6683799028396606,-0.08466286212205887,0.17649510502815247,0.5734339356422424,-0.03553463891148567,0.0937890112400055,0.5631875991821289,-0.0748734101653099,0.07730574905872345,0.6221430897712708,-0.06521247327327728,0.09129253029823303,0.6420101523399353,-0.050527334213256836,0.14644993841648102,0.5646422505378723,-0.03017367608845234,0.08660566061735153,0.5616399049758911,-0.0612124465405941,0.07619993388652802,0.6082573533058167,-0.06170821189880371,0.08864741772413254,0.6293415427207947,-0.05304086208343506
20250527_220941_625701,1,0.18218712508678436,0.7982785701751709,-2.459206598359742e-07,0.21894121170043945,0.8085008859634399,-0.025257376953959465,0.263191282749176,0.7956239581108093,-0.040974944829940796,0.2904055416584015,0.7760801315307617,-0.054162848740816116,0.2878951132297516,0.7460176944732666,-0.06337959319353104,0.27992483973503113,0.6444562673568726,-0.028197510167956352,0.2640637457370758,0.6861020922660828,-0.06164206191897392,0.251550555229187,0.7385995388031006,-0.08145728707313538,0.25119850039482117,0.7567003965377808,-0.09032508730888367,0.23981693387031555,0.6211016178131104,-0.02744799479842186,0.22086259722709656,0.6914021372795105,-0.052173059433698654,0.21301932632923126,0.7475904226303101,-0.056070614606142044,0.21505063772201538,0.7569226622581482,-0.05571696162223816,0.19618633389472961,0.6191598176956177,-0.03099754825234413,0.1805078685283661,0.6977260708808899,-0.05145346745848656,0.18098436295986176,0.7443217635154724,-0.04331844300031662,0.18592947721481323,0.7496016621589661,-0.03492972254753113,0.1557542383670807,0.6318697333335876,-0.038031961768865585,0.1454237997531891,0.6965862512588501,-0.047751087695360184,0.1481999158859253,0.7360148429870605,-0.04096008837223053,0.1537620723247528,0.7408183217048645,-0.03289462998509407
20250527_220942_497949,1,0.1894616335630417,0.81612229347229,-2.454009973007487e-07,0.2343999594449997,0.8129819631576538,-0.028266606852412224,0.2940542995929718,0.7671999931335449,-0.038363244384527206,0.3249269127845764,0.7179015278816223,-0.0446380116045475,0.31038177013397217,0.6795563697814941,-0.04506520926952362,0.2948053777217865,0.645418643951416,-0.01272185705602169,0.28828486800193787,0.6600063443183899,-0.037135135382413864,0.27546072006225586,0.712465763092041,-0.04810547083616257,0.2711905539035797,0.7167819142341614,-0.05313888192176819,0.25914332270622253,0.6199397444725037,-0.009088395163416862,0.2458447813987732,0.6500737071037292,-0.030150163918733597,0.2370007038116455,0.7178733348846436,-0.029873961582779884,0.24081727862358093,0.7095022797584534,-0.02542996220290661,0.21918250620365143,0.6163526773452759,-0.011204694397747517,0.20494405925273895,0.6537131071090698,-0.03324888274073601,0.2041408121585846,0.7110574245452881,-0.023248566314578056,0.20979943871498108,0.7020063400268555,-0.01306705642491579,0.18035313487052917,0.6235623955726624,-0.01655123196542263,0.16904045641422272,0.6611754298210144,-0.029003381729125977,0.1716088354587555,0.7026633620262146,-0.022493090480566025,0.1772017776966095,0.6972560882568359,-0.014589482918381691
20250527_220943_232555,1,0.20017686486244202,0.7942681312561035,-3.8548029124285677e-07,0.25354090332984924,0.7939992547035217,-0.01757120154798031,0.31527090072631836,0.7355844974517822,-0.018539201468229294,0.3449047803878784,0.670011579990387,-0.016268160194158554,0.3320499658584595,0.6279292702674866,-0.007239812519401312,0.3046623468399048,0.6628713011741638,-0.006943283602595329,0.31134098768234253,0.6171010732650757,-0.028341524302959442,0.2934015989303589,0.6766830086708069,-0.03652166202664375,0.2924347221851349,0.687824547290802,-0.04002467915415764,0.26750174164772034,0.6495499014854431,-0.005252839997410774,0.27409979701042175,0.6065085530281067,-0.025543438270688057,0.2591788172721863,0.681317150592804,-0.02348325587809086,0.2606929838657379,0.6805665493011475,-0.017892559990286827,0.23194213211536407,0.643520176410675,-0.007755733095109463,0.23882834613323212,0.6054438948631287,-0.029808422550559044,0.22863376140594482,0.6759963035583496,-0.013532773591578007,0.230751633644104,0.6791845560073853,0.001669339369982481,0.19650386273860931,0.6373565793037415,-0.01180717907845974,0.2005503624677658,0.6174801588058472,-0.02197183296084404,0.19778068363666534,0.6686893105506897,-0.0075760493054986,0.19994036853313446,0.6766601204872131,0.005605212412774563
20250527_220948_556277,2,0.21862536668777466,0.9337766766548157,6.182386300679354e-07,0.2602280378341675,0.8812925815582275,-0.028278186917304993,0.2656340003013611,0.800793468952179,-0.03957763686776161,0.21884767711162567,0.76063072681427,-0.05096033215522766,0.1710672378540039,0.7508105635643005,-0.06056725233793259,0.25419101119041443,0.6877744793891907,-0.015730736777186394,0.2675049602985382,0.5873150825500488,-0.03639817237854004,0.27287930250167847,0.5224882960319519,-0.0505414754152298,0.27431902289390564,0.4692994952201843,-0.05978396534919739,0.20771260559558868,0.6871650815010071,-0.018714966252446175,0.19188840687274933,0.5815942287445068,-0.04293525964021683,0.1807558387517929,0.5145134925842285,-0.05911680683493614,0.16940933465957642,0.4573498070240021,-0.06721127778291702,0.16972322762012482,0.7134100198745728,-0.025156311690807343,0.15149231255054474,0.6494566202163696,-0.06228424981236458,0.17202933132648468,0.7018400430679321,-0.06748729944229126,0.1845322549343109,0.74564528465271,-0.05944238230586052,0.13978776335716248,0.7566278576850891,-0.03368862718343735,0.13132786750793457,0.71209317445755,-0.0637388601899147,0.15231850743293762,0.7480217814445496,-0.06151842698454857,0.16640403866767883,0.7827845215797424,-0.05166630446910858
20250527_220949_314274,2,0.22402480244636536,0.9281004071235657,6.522608373416006e-07,0.27300330996513367,0.8753788471221924,-0.022355757653713226,0.29789626598358154,0.7900692820549011,-0.034058667719364166,0.27324795722961426,0.7535263895988464,-0.04778187721967697,0.231901615858078,0.7711601257324219,-0.0603581964969635,0.24556024372577667,0.6751284599304199,-0.014969666488468647,0.26280567049980164,0.5827627182006836,-0.036391109228134155,0.272003710269928,0.5247683525085449,-0.05131644383072853,0.27824825048446655,0.47352877259254456,-0.061802834272384644,0.20538000762462616,0.6871517300605774,-0.024198289960622787,0.18977423012256622,0.5865626931190491,-0.05008611083030701,0.19028714299201965,0.5204228162765503,-0.06719416379928589,0.18798701465129852,0.4638631343841553,-0.07712994515895844,0.1750936061143875,0.7244145274162292,-0.03640412911772728,0.18006065487861633,0.6662810444831848,-0.07704588025808334,0.21742907166481018,0.7165429592132568,-0.08311950415372849,0.23507589101791382,0.759911060333252,-0.07580461353063583,0.15501520037651062,0.7762202024459839,-0.050269149243831635,0.17551180720329285,0.7297112941741943,-0.08169209212064743,0.2082766890525818,0.7615556120872498,-0.08011383563280106,0.2231920212507248,0.7978595495223999,-0.07175733149051666
20250527_220950_133764,2,0.2120988816022873,0.9337921142578125,8.640089390610228e-07,0.26109421253204346,0.875361442565918,-0.014714551158249378,0.2878112196922302,0.8076809644699097,-0.03742281347513199,0.30357804894447327,0.7661859393119812,-0.0658457800745964,0.2891034185886383,0.7729619741439819,-0.09179088473320007,0.22578877210617065,0.6877143383026123,-0.027548786252737045,0.24830740690231323,0.5967500805854797,-0.06254906207323074,0.2637331783771515,0.5343153476715088,-0.08827489614486694,0.27485162019729614,0.48115262389183044,-0.10707186162471771,0.1927935779094696,0.708096444606781,-0.04719484597444534,0.19153764843940735,0.6114475727081299,-0.09651094675064087,0.20909391343593597,0.5434840321540833,-0.12648063898086548,0.22220762073993683,0.4896724820137024,-0.14406028389930725,0.17162679135799408,0.7479709386825562,-0.0676022544503212,0.2153756469488144,0.6868404746055603,-0.11437392234802246,0.25383031368255615,0.7386052012443542,-0.1105044037103653,0.26171016693115234,0.77735435962677,-0.09790244698524475,0.16890069842338562,0.7945439219474792,-0.09054400026798248,0.22174741327762604,0.7471799850463867,-0.1211438849568367,0.2491205632686615,0.7819355726242065,-0.11349982768297195,0.24454326927661896,0.8151405453681946,-0.10199505090713501
20250527_220950_848613,2,0.20129024982452393,0.9436571598052979,6.70293957227841e-07,0.2551434338092804,0.8775728940963745,0.004906450863927603,0.2774682939052582,0.8124750256538391,-0.008937053382396698,0.29981350898742676,0.778765082359314,-0.03045540489256382,0.3214051425457001,0.7467817664146423,-0.04905277118086815,0.22334326803684235,0.6961562633514404,-0.0209786556661129,0.2476739138364792,0.6077592372894287,-0.05134359374642372,0.2632919251918793,0.5461927056312561,-0.07336799800395966,0.27378344535827637,0.48894140124320984,-0.08999356627464294,0.1966346651315689,0.7183173298835754,-0.04568781703710556,0.213812917470932,0.6176008582115173,-0.0915154442191124,0.24411876499652863,0.5545856356620789,-0.11587031930685043,0.2654973268508911,0.506778359413147,-0.12949484586715698,0.18836137652397156,0.7593234181404114,-0.06838148087263107,0.24830710887908936,0.6927394270896912,-0.10750764608383179,0.28573077917099,0.7388861179351807,-0.09687694162130356,0.2887391448020935,0.7778340578079224,-0.08094581961631775,0.1964377760887146,0.807883620262146,-0.09188627451658249,0.2576417326927185,0.7592782378196716,-0.11376522481441498,0.2798531651496887,0.7861782908439636,-0.10011138021945953,0.27115634083747864,0.8142836093902588,-0.08509159833192825
20250527_220951_502253,2,0.23398230969905853,0.9114137887954712,6.86536111516034e-07,0.27808621525764465,0.8670558333396912,-0.017869241535663605,0.30803266167640686,0.7918441891670227,-0.03283753991127014,0.3108500838279724,0.745954155921936,-0.05131448060274124,0.28127139806747437,0.760479211807251,-0.06815371662378311,0.2531851828098297,0.6760035157203674,-0.01788059063255787,0.27424919605255127,0.5869733691215515,-0.04288173094391823,0.28824859857559204,0.5299569368362427,-0.06052019074559212,0.29873892664909363,0.4814281165599823,-0.07263807207345963,0.2171621471643448,0.6888185143470764,-0.03098851442337036,0.2089400589466095,0.589687705039978,-0.06175743043422699,0.2189268171787262,0.5268635153770447,-0.07995016127824783,0.2245461642742157,0.4750944972038269,-0.08970083296298981,0.19034221768379211,0.7220814228057861,-0.04633919522166252,0.21877139806747437,0.6633611917495728,-0.08633243292570114,0.2554934620857239,0.7164952754974365,-0.08626014739274979,0.2678391933441162,0.7584255337715149,-0.07517199963331223,0.17666923999786377,0.7674470543861389,-0.06365133076906204,0.213621586561203,0.7254651784896851,-0.09166319668292999,0.24303588271141052,0.7594736814498901,-0.08603885024785995,0.2496458739042282,0.7936608791351318,-0.07522224634885788
20250527_220952_153011,2,0.23270951211452484,0.9052064418792725,5.95839082961902e-07,0.2808333933353424,0.8612546324729919,-0.0215566735714674,0.305345356464386,0.7857691049575806,-0.031546711921691895,0.27893945574760437,0.7497565150260925,-0.04325808212161064,0.23785293102264404,0.7485656142234802,-0.0534115806221962,0.2718311846256256,0.6658617258071899,-0.00850671622902155,0.2978306710720062,0.5798811912536621,-0.025579161942005157,0.31252968311309814,0.528083324432373,-0.03791690245270729,0.32263070344924927,0.4835217595100403,-0.04633103683590889,0.23097747564315796,0.66793292760849,-0.01532227173447609,0.216523677110672,0.5644801259040833,-0.03679104894399643,0.21490578353405,0.50312340259552,-0.05217127874493599,0.21031974256038666,0.4515979588031769,-0.060449112206697464,0.19824717938899994,0.6966977119445801,-0.024977799504995346,0.20226217806339264,0.6344876289367676,-0.061084404587745667,0.23303638398647308,0.6868045330047607,-0.06681887060403824,0.24544575810432434,0.7311041355133057,-0.05954678729176521,0.1730903685092926,0.7415958046913147,-0.03599100187420845,0.19075754284858704,0.6959941387176514,-0.06479448080062866,0.21911795437335968,0.7315259575843811,-0.06242123991250992,0.23120786249637604,0.768919825553894,-0.05307961627840996
